Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK
796,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28,1996,28,19,1865,20.7,7,2,9,7,0,0,4,0,5.4,5.4,3.2,8.6,55,51,173,0.43,0.4,36,19,52.8,1.74,0.92,0.19,0.37,10.5,0
797,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31,1993,16,12,957,10.6,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.9,11,53,12,0,0.18,15,4,26.7,1.41,0.38,0,0,25.6,0
798,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32,1991,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0,0.06,12,3,25,0.52,0.13,0,0,12.1,1
799,JAder DurAn,co COL,FW,Aston Villa,eng Premier League,20,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0.71,31,15,48.4,4.37,2.12,0.23,0.47,15.6,0
800,Pablo DurAn,es ESP,"FW,MF",Celta Vigo,es La Liga,23,2001,27,15,1394,15.5,4,4,8,4,0,0,3,0,3.6,3.6,2.8,6.5,24,30,124,0.52,0.42,26,9,34.6,1.68,0.58,0.15,0.44,14.8,0
801,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18,2006,12,2,283,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.6,16,7,33,0,0.18,5,2,40,1.59,0.64,0,0,17.7,0
802,Hugo Duro,es ESP,FW,Valencia,es La Liga,24,1999,31,25,2166,24.1,11,2,13,10,1,1,5,0,9.4,8.6,1.3,9.9,13,28,88,0.5,0.44,48,16,33.3,1.99,0.66,0.21,0.63,11.1,1
804,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30,1993,24,16,1417,15.7,6,3,9,3,3,3,2,0,6.4,4,5,9,41,79,122,0.38,0.72,47,15,31.9,2.99,0.95,0.06,0.2,21.1,6
807,Aron DA nnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26,1998,32,31,2689,29.9,2,2,4,2,0,0,6,0,2.1,2.1,4.6,6.7,94,126,142,0.13,0.22,31,5,16.1,1.04,0.17,0.06,0.4,19.7,0
812,Aderson,br BRA,MF,Atalanta,it Serie A,25,1999,37,32,2881,32,4,1,5,4,0,0,5,1,4.1,4.1,4.3,8.4,40,216,79,0.16,0.26,39,12,30.8,1.22,0.37,0.1,0.33,17.5,0
813,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,18,2005,10,1,171,1.9,2,0,2,2,0,0,0,1,1.3,1.3,0.1,1.3,8,7,17,1.05,0.7,5,3,60,2.63,1.58,0.4,0.67,10.2,0
815,Odsonne Adouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,3,4,7,0,0.34,5,1,20,3.91,0.78,0,0,20.9,0
819,Johannes Eggestein,de GER,FW,St Pauli,de Bundesliga,26,1998,27,22,1853,20.6,3,4,7,2,1,2,3,0,4.7,3.1,2.1,5.2,25,43,138,0.29,0.33,34,10,29.4,1.65,0.49,0.06,0.2,15.7,0
820,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27,1996,33,33,2845,31.6,2,0,2,2,0,0,4,0,2,2,1.5,3.5,34,141,41,0.06,0.11,36,10,27.8,1.14,0.32,0.06,0.2,19.4,0
821,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29,1995,33,30,2498,27.8,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.5,54,55,116,0.04,0.12,14,4,28.6,0.5,0.14,0,0,15.9,0
822,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26,1998,25,9,966,10.7,2,1,3,2,0,0,0,0,1.1,1.1,1.9,3,75,38,101,0.28,0.28,20,8,40,1.86,0.75,0.1,0.25,18.3,0
823,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,2006,24,6,769,8.5,1,1,2,1,0,0,1,0,1.3,1.3,1,2.3,4,14,51,0.23,0.27,10,3,30,1.17,0.35,0.1,0.33,15.6,0
824,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,2002,33,31,2563,28.5,15,8,23,14,1,3,1,0,21.6,19.3,6.8,26,93,53,215,0.77,0.99,114,44,38.6,4,1.55,0.12,0.32,15.3,1
825,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24,2000,34,20,1892,21,3,2,5,3,0,0,2,0,2.8,2.8,1.3,4.1,34,72,86,0.24,0.19,27,9,33.3,1.28,0.43,0.11,0.33,18.3,0
827,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0,0.1,4,1,25,1.94,0.48,0,0,24.6,0
828,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,1994,18,3,555,6.2,1,3,4,1,0,0,1,0,2.8,2.8,0.8,3.5,7,8,42,0.65,0.57,18,6,33.3,2.92,0.97,0.06,0.17,13,0
829,Pierre Ekwah Elimby,fr FRA,MF,Saint-Atienne,fr Ligue 1,22,2002,29,29,2575,28.6,1,0,1,1,0,0,3,0,0.7,0.7,1,1.7,20,146,21,0.03,0.06,25,6,24,0.87,0.21,0.04,0.17,25.4,0
830,Anthony Elanga,se SWE,"FW,MF",Nottham Forest,eng Premier League,22,2002,38,31,2501,27.8,6,11,17,6,0,0,1,0,4.5,4.5,5.7,10.1,102,63,229,0.61,0.36,44,24,54.5,1.58,0.86,0.14,0.25,17.6,6
831,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26,1997,8,1,170,1.9,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,9,5,22,0.53,0.69,5,1,20,2.65,0.53,0.2,1,16,0
832,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22,2002,36,29,2470,27.4,2,2,4,2,0,0,2,0,1.1,1.1,1.6,2.7,33,36,92,0.15,0.1,21,4,19,0.77,0.15,0.1,0.5,18.1,0
833,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,1.8,1.8,1.1,2.8,10,44,30,0.73,0.69,17,4,23.5,4.12,0.97,0.06,0.25,16.9,1
834,Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24,1999,13,12,1021,11.3,4,0,4,4,0,0,0,0,1.4,1.4,0.4,1.8,42,34,58,0.35,0.16,19,9,47.4,1.67,0.79,0.21,0.44,19.3,0
837,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27,1996,25,25,2135,23.7,1,1,2,1,0,0,1,0,2,2,0.4,2.5,20,55,5,0.08,0.1,12,3,25,0.51,0.13,0.08,0.33,8.3,0
838,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32,1992,35,18,1607,17.9,1,1,2,1,0,0,4,0,2.1,2.1,2.7,4.8,47,45,114,0.11,0.27,37,12,32.4,2.07,0.67,0.03,0.08,22.1,2
839,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27,1997,29,19,1841,20.5,6,4,10,6,0,0,5,0,10.8,10.8,5.6,16.4,22,55,140,0.49,0.8,51,18,35.3,2.49,0.88,0.12,0.33,10.8,0
840,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,2003,27,27,2293,25.5,14,3,17,14,0,0,5,0,17,17,2.4,19.4,37,14,104,0.67,0.76,61,35,57.4,2.39,1.37,0.23,0.4,12.5,0
841,Emerson,br BRA,DF,Milan,it Serie A,25,1999,17,16,1377,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0,0.07,10,2,20,0.65,0.13,0,0,20.3,0
844,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1,1,0.2,1.2,11,14,17,0,0.38,20,11,55,6.12,3.37,0,0,21.3,1
846,Endrick,br BRA,FW,Real Madrid,es La Liga,18,2006,22,3,363,4,1,0,1,1,0,0,1,0,2.5,2.5,0.5,3,12,8,32,0.25,0.73,24,6,25,5.95,1.49,0.04,0.17,16.4,0
847,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23,2001,26,11,1164,12.9,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2,18,54,18,0.15,0.16,8,2,25,0.62,0.15,0.13,0.5,13.7,0
848,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,20,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,1,1,5,0,0.45,3,1,33.3,3.42,1.14,0,0,13.1,0
849,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32,1992,23,11,1061,11.8,1,2,3,0,1,1,4,0,1.4,0.6,3.2,3.8,13,55,29,0.17,0.39,14,1,7.1,1.19,0.08,0,0,25.8,3
851,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1,3,25,1,0.11,0.11,8,1,12.5,0.87,0.11,0.13,1,10,0
852,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32,1992,16,9,833,9.3,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.1,10,39,29,0.11,0.12,10,2,20,1.08,0.22,0,0,25.1,0
853,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22,2002,33,27,2331,25.9,8,0,8,7,1,2,1,0,5.7,4.2,2.1,6.3,31,93,106,0.27,0.3,59,19,32.2,2.28,0.73,0.12,0.37,19.8,10
854,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19,2005,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,1.3,0.48,1,1,100,0.65,0.65,1,1,2.8,0
855,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26,1998,30,21,1636,18.2,7,2,9,7,0,0,4,2,4.2,4.2,1.3,5.5,33,21,118,0.5,0.3,44,13,29.5,2.42,0.72,0.16,0.54,13.9,0
856,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19,2005,27,25,1938,21.5,1,0,1,1,0,0,11,2,0.7,0.7,0.4,1,18,76,8,0.05,0.05,23,4,17.4,1.07,0.19,0.04,0.25,25.5,0
858,Nahuel EstAvez,ar ARG,MF,Parma,it Serie A,28,1995,14,7,657,7.3,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.8,3,30,4,0,0.12,5,1,20,0.68,0.14,0,0,25.3,0
859,Pervis EstupiAAn,ec ECU,DF,Brighton,eng Premier League,26,1998,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.07,0.12,28,9,32.1,1.05,0.34,0.04,0.11,24.5,3
861,Karl Etta,cm CMR,"MF,FW",Villarreal,es La Liga,20,2003,4,0,37,0.4,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,0,0,0,2.43,0.88,2,2,100,4.86,4.86,0.5,0.5,16.3,0
862,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24,1999,31,28,2319,25.8,10,1,11,10,0,1,1,1,12.5,11.7,1.9,13.6,29,28,99,0.43,0.56,72,31,43.1,2.79,1.2,0.14,0.32,12.8,0
864,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36,1988,7,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,10,3,0,0.04,2,1,50,0.57,0.29,0,0,11.4,0
865,Edu ExpA3sito,es ESP,MF,Espanyol,es La Liga,27,1996,19,12,1045,11.6,0,2,2,0,0,0,3,0,1,1,3.2,4.2,23,64,41,0.17,0.36,18,6,33.3,1.55,0.52,0,0,22.2,3
866,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26,1998,34,31,2588,28.8,8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,69,97,153,0.52,0.58,100,27,27,3.48,0.94,0.07,0.26,21.5,16
867,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22,2001,32,23,1984,22,2,2,4,2,0,1,2,0,8,7.2,2,9.3,117,68,215,0.18,0.46,61,25,41,2.77,1.13,0.03,0.08,15.6,1
868,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21,2003,30,9,1023,11.4,3,1,4,3,0,0,2,0,2.3,2.3,1.3,3.7,14,17,43,0.35,0.32,21,5,23.8,1.85,0.44,0.14,0.6,11.8,0
870,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22,2001,28,20,1644,18.3,1,3,4,1,0,0,2,1,1.7,1.7,4,5.7,74,36,160,0.22,0.31,28,9,32.1,1.53,0.49,0.04,0.11,18.6,0
871,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26,1998,34,30,2815,31.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,86,1,0.03,0.05,12,1,8.3,0.38,0.03,0.08,1,9.7,0
872,NicolA2 Fagioli,it ITA,MF,Fiorentina,it Serie A,23,2001,15,10,962,10.7,1,2,3,1,0,0,0,0,0.5,0.5,3,3.5,15,50,19,0.28,0.32,10,4,40,0.94,0.37,0.1,0.25,21.9,1
874,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1998,20,10,899,10,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.4,0.45,18,9,50,1.8,0.9,0.11,0.22,16.9,0
877,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2,42,17,60,0.31,0.31,13,5,38.5,2.02,0.78,0,0,31.2,0
878,Ansu Fati,es ESP,FW,Barcelona,es La Liga,21,2002,6,3,233,2.6,0,0,0,0,0,0,1,0,1,1,0.2,1.1,7,6,32,0,0.44,12,5,41.7,4.64,1.93,0,0,17.1,0
879,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,2004,20,10,1028,11.4,0,0,0,0,0,0,5,0,1.3,1.3,0.3,1.5,25,50,42,0,0.13,17,3,17.6,1.49,0.26,0,0,23.2,1
880,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21,2003,20,16,1383,15.4,4,1,5,4,0,0,1,1,3.1,3.1,0.5,3.6,34,49,88,0.33,0.23,27,9,33.3,1.76,0.59,0.15,0.44,17.2,2
881,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31,1993,2,2,180,2,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.2,9,10,18,0.5,0.62,7,1,14.3,3.5,0.5,0,0,23.5,0
882,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23,2001,20,9,925,10.3,0,3,3,0,0,0,1,0,0.6,0.6,1,1.6,39,19,75,0.29,0.16,10,6,60,0.97,0.58,0,0,12.8,0
885,JoAo FAlix,pt POR,MF,Milan,it Serie A,24,1999,15,8,760,8.4,2,0,2,2,0,0,3,0,2.7,2.7,1.2,3.8,20,40,56,0.24,0.46,29,8,27.6,3.43,0.95,0.07,0.25,17.9,1
889,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1,2,1,9,0.37,0.35,7,2,28.6,2.56,0.73,0.14,0.5,19.2,1
890,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24,1999,16,10,983,10.9,1,1,2,0,1,1,0,0,1,0.2,1.1,1.3,20,53,26,0.09,0.19,5,1,20,0.46,0.09,0,0,22.9,0
891,Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,31,1993,24,8,849,9.4,2,0,2,2,0,0,1,0,1.4,1.4,2.4,3.7,16,40,64,0.21,0.4,12,5,41.7,1.27,0.53,0.17,0.4,20.4,2
892,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29,1994,36,35,3018,33.5,8,10,18,5,3,3,5,2,9.9,7.6,8.5,16.1,77,325,129,0.45,0.55,93,26,28,2.77,0.78,0.05,0.19,22.6,12
893,Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28,1996,19,12,1105,12.3,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1,7,40,3,0.08,0.08,10,2,20,0.81,0.16,0,0,24.2,0
894,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20,2004,36,34,2909,32.3,2,4,6,2,0,0,8,0,4,4,3,7,76,145,108,0.19,0.22,42,14,33.3,1.3,0.43,0.05,0.14,18.7,4
897,Enzo FernAndez,ar ARG,MF,Chelsea,eng Premier League,23,2001,36,32,2947,32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.4,0.39,53,20,37.7,1.62,0.61,0.11,0.3,18.1,2
899,Roberto FArnandez,es ESP,FW,Espanyol,es La Liga,22,2002,19,18,1497,16.6,6,0,6,6,0,0,1,0,3.6,3.6,0.6,4.2,7,17,50,0.36,0.25,21,9,42.9,1.26,0.54,0.29,0.67,14,0
900,Valery FernAndez,es ESP,"MF,FW",Mallorca,es La Liga,24,1999,18,1,309,3.4,2,0,2,2,0,0,1,0,0.8,0.8,0,0.9,2,5,14,0.58,0.25,3,3,100,0.87,0.87,0.67,0.67,10.3,0
901,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,fr Ligue 1,19,2005,22,12,1065,11.8,4,2,6,4,0,0,4,0,2.9,2.9,2.8,5.7,46,26,85,0.51,0.48,23,12,52.2,1.94,1.01,0.17,0.33,17.8,0
903,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32,1992,25,21,1773,19.7,0,2,2,0,0,0,6,1,0.4,0.4,0.9,1.3,19,137,42,0.1,0.07,14,3,21.4,0.71,0.15,0,0,26,0
904,Daniel Fila,cz CZE,FW,Venezia,it Serie A,21,2002,10,6,492,5.5,2,0,2,2,0,0,3,1,1.4,1.4,0.3,1.8,5,8,30,0.37,0.32,8,5,62.5,1.46,0.91,0.25,0.4,13.4,0
906,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23,2000,32,29,2297,25.5,1,0,1,1,0,0,7,0,0.3,0.3,0.5,0.8,51,110,89,0.04,0.03,6,1,16.7,0.24,0.04,0.17,1,20.5,0
910,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24,2000,28,20,1777,19.7,7,2,9,7,0,0,2,0,5.2,5.2,4.8,9.9,50,103,128,0.46,0.5,54,16,29.6,2.73,0.81,0.13,0.44,18.6,2
911,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19,2005,29,16,1589,17.7,5,4,9,5,0,0,2,0,3.8,3.8,3.7,7.6,112,45,205,0.51,0.43,31,15,48.4,1.76,0.85,0.16,0.33,15,0
913,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29,1995,16,9,844,9.4,1,1,2,1,0,0,3,0,1.8,1.8,1.2,2.9,32,72,38,0.21,0.31,24,6,25,2.56,0.64,0.04,0.17,21.2,0
916,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,25,1999,35,29,2504,27.8,1,6,7,1,0,0,5,0,1.3,1.3,3.4,4.7,44,176,32,0.25,0.17,36,5,13.9,1.29,0.18,0.03,0.2,26.2,0
917,Jonas FAhrenbach,de GER,DF,Heidenheim,de Bundesliga,28,1996,27,22,1832,20.4,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.6,36,59,50,0.05,0.08,8,1,12.5,0.39,0.05,0,0,21.8,0
918,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,26,1998,14,6,650,7.2,0,0,0,0,0,0,5,0,1.1,1.1,0.6,1.7,13,21,33,0,0.23,9,3,33.3,1.25,0.42,0,0,14,0
922,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28,1996,26,22,1827,20.3,2,0,2,2,0,0,2,0,1.8,1.8,3.3,5.1,32,146,85,0.1,0.25,23,4,17.4,1.13,0.2,0.09,0.5,21.7,0
923,Omari Forson,eng ENG,"MF,FW",Monza,it Serie A,20,2004,9,1,223,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,14,10,18,0,0.3,5,1,20,2.02,0.4,0,0,20.4,0
926,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,31,1993,32,25,2299,25.5,0,1,1,0,0,0,6,0,0.4,0.4,1.4,1.8,48,97,66,0.04,0.07,13,2,15.4,0.51,0.08,0,0,21.4,0
927,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,26,1998,19,17,1517,16.9,1,0,1,1,0,0,4,0,2.4,2.4,0.3,2.8,13,65,11,0.06,0.16,17,5,29.4,1.01,0.3,0.06,0.2,11.8,0
929,Matheus FranAa,br BRA,"MF,FW",Crystal Palace,eng Premier League,20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,4,3,4,1.64,0.42,6,3,50,9.82,4.91,0.17,0.33,15.8,0
931,PrzemysAaw Frankowski,pl POL,DF,Lens,fr Ligue 1,29,1995,18,16,1387,15.4,4,2,6,2,2,2,3,0,2.3,0.7,2.5,3.2,33,117,95,0.26,0.31,14,5,35.7,0.91,0.32,0.14,0.4,21.9,1
932,Enric Franquesa,es ESP,"DF,FW",Leganes,es La Liga,27,1997,12,7,616,6.8,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,11,12,30,0.15,0.06,3,1,33.3,0.44,0.15,0.33,1,16.8,0
933,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,30,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0,0,0.1,0.1,10,8,18,0,0.04,1,1,100,0.29,0.29,0,0,31.6,0
934,Davide Frattesi,it ITA,MF,Inter,it Serie A,24,1999,27,9,1158,12.9,5,1,6,5,0,0,1,0,4,4,0.8,4.8,23,31,50,0.47,0.35,26,7,26.9,2.02,0.54,0.19,0.71,13,0
936,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23,2001,35,35,3103,34.5,2,0,2,2,0,0,5,0,1.6,1.6,0.9,2.5,24,106,29,0.06,0.07,30,9,30,0.87,0.26,0.07,0.22,21.9,0
938,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32,1992,37,37,3204,35.6,1,2,3,1,0,0,6,0,1.3,1.3,1.5,2.7,39,208,56,0.08,0.08,17,4,23.5,0.48,0.11,0.06,0.25,20.4,0
939,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26,1998,26,25,2161,24,0,0,0,0,0,0,10,2,0.5,0.5,0.2,0.7,4,69,1,0,0.03,4,3,75,0.17,0.12,0,0,14.1,0
940,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,28,1995,22,9,989,11,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.1,11,36,3,0.09,0.1,7,2,28.6,0.64,0.18,0,0,9.9,0
941,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,23,2000,33,25,2314,25.7,5,5,10,5,0,0,4,0,4.1,4.1,4.2,8.3,100,55,272,0.39,0.32,34,16,47.1,1.32,0.62,0.15,0.31,14.6,0
942,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,27,1997,36,30,2495,27.7,6,3,9,6,0,0,3,1,6.3,6.3,3.4,9.8,77,44,201,0.32,0.35,52,18,34.6,1.88,0.65,0.12,0.33,15.9,0
944,Chris FA14hrich,de GER,"MF,FW",Stuttgart,de Bundesliga,26,1998,33,23,1981,22,2,3,5,2,0,0,1,0,2.9,2.9,3.7,6.6,114,95,202,0.23,0.3,36,12,33.3,1.64,0.55,0.06,0.17,17.3,2
945,ShiA Fukuda,jp JPN,FW,Gladbach,de Bundesliga,20,2004,6,0,60,0.7,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,0,1,3,1.5,0.65,3,1,33.3,4.5,1.5,0.33,1,14.1,0
946,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,27,1996,23,11,1045,11.6,1,1,2,1,0,0,3,0,2.4,2.4,3.8,6.2,29,69,113,0.17,0.53,26,9,34.6,2.24,0.78,0.04,0.11,17.9,2
947,Niclas FA14llkrug,de GER,FW,West Ham,eng Premier League,31,1993,18,6,790,8.8,3,2,5,3,0,0,2,0,2.2,2.2,1.9,4.1,7,14,31,0.57,0.46,16,7,43.8,1.82,0.8,0.19,0.43,10.3,0
949,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,26,1997,28,8,1003,11.1,2,1,3,2,0,0,2,0,0.7,0.7,1.8,2.5,23,71,75,0.27,0.23,18,7,38.9,1.62,0.63,0.11,0.29,23.2,0
950,Matteo Gabbia,it ITA,DF,Milan,it Serie A,24,1999,26,24,2152,23.9,2,0,2,2,0,0,4,0,1.1,1.1,0.2,1.3,13,74,2,0.08,0.05,14,4,28.6,0.59,0.17,0.14,0.5,11.3,0
953,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30,1994,15,0,142,1.6,1,1,2,1,0,0,1,0,0.3,0.3,0.8,1.1,5,6,13,1.27,0.68,5,2,40,3.17,1.27,0.2,0.5,17.7,0
954,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24,2000,28,8,1009,11.2,2,4,6,2,0,0,0,0,4.9,4.9,2.2,7.1,11,41,82,0.54,0.63,30,6,20,2.68,0.54,0.07,0.33,17.2,2
956,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25,1999,35,23,1935,21.5,10,4,14,10,0,0,5,0,7.1,7.1,4.4,11.5,59,52,278,0.65,0.53,57,22,38.6,2.65,1.02,0.18,0.45,15.1,0
958,IAigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30,1993,26,18,1477,16.4,0,4,4,0,0,0,5,0,0.5,0.5,2.9,3.4,27,137,39,0.24,0.21,11,1,9.1,0.67,0.06,0,0,24.1,0
959,Conor Gallagher,eng ENG,MF,Atletico Madrid,es La Liga,24,2000,32,19,1633,18.1,3,3,6,3,0,0,2,0,2.8,2.8,1.2,3.9,24,64,64,0.33,0.22,22,4,18.2,1.21,0.22,0.14,0.75,19.7,0
960,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24,2000,31,31,2609,29,0,2,2,0,0,0,3,1,0.3,0.3,2.7,3,57,107,110,0.07,0.1,9,3,33.3,0.31,0.1,0,0,23.9,2
962,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,34,1989,12,1,226,2.5,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.3,2,5,9,0.4,0.14,4,1,25,1.59,0.4,0.25,1,21.7,0
963,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34,1989,37,35,3063,34,0,3,3,0,0,0,9,0,1.1,1.1,1.7,2.8,27,145,27,0.09,0.08,27,5,18.5,0.79,0.15,0,0,25.2,0
965,SilvA re Ganvoula MBoussy,cg CGO,FW,Monza,it Serie A,28,1996,7,4,326,3.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,21,0,0.16,4,1,25,1.1,0.28,0,0,11.3,0
966,Facundo GarcAs,my MAS,DF,Alaves,es La Liga,24,1999,10,7,678,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,3,12,3,0,0.12,5,1,20,0.66,0.13,0,0,15.5,0
